Rule,Severity,Clock_Pair,Exception,Source,Destination,Classification,Semantic_Family,Result,Evidence,Change
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[25]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[26]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[27]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[28]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[29]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[30]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[31]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-6,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/hard_event_baseline_hold_source_reg[3:0]/C,G2B_ONECH_C2H/hard_event_baseline_sync1_axi_reg[3:0]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,MULTIBIT_CDC,PASS,Unchanged exact CDC-6 row; stable baseline/epoch qualified by synchronized boundary; Groups 5/6 preserved PASS,EXACT_PRIOR_ROW
CDC-3,Info,nvp_vclk1->userclk1,False Path,G2B_ONECH_C2H/hard_event_clear_toggle_source_reg/C,G2B_ONECH_C2H/hard_event_clear_sync1_axi_reg/D,INTENTIONAL_TWO_STAGE_SYNCHRONIZER,LEVEL_SYNCHRONIZER,PASS,Exact unchanged report row; ASYNC_REG depth 2. CDC-10 source_ready/fatal level is held through handshake; four exact chain-cell attributes verified in continuation.,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[0]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[0]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[1]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[1]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[2]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[2]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[3]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[3]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[4]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[4]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[5]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[5]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[6]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[6]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[7]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[7]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[8]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[8]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[9]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[9]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[10]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[10]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[11]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[11]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[12]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[12]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[13]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[13]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[14]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[14]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[15]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[15]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[16]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[16]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[17]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[17]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[18]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[18]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[19]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[19]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[20]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[20]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[21]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[21]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[22]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[22]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[23]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[23]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[24]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[24]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[25]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[25]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[26]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/last_channel_axi_reg[26]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
